artist,song,duration_ms,year,genre,danceability
Pitbull,International Love (feat. Chris Brown),227280,2011,hip hop; pop; latin,0.67
DEV,In The Dark,226226,2012,pop; Dance/Electronic,0.736
Adele,Skyfall,286480,2012,pop; R&B,0.346
David Guetta,Turn Me On (feat. Nicki Minaj),199680,2012,hip hop; pop; Dance/Electronic,0.704
Rihanna,Where Have You Been,242680,2011,hip hop; pop; R&B,0.719
JAY-Z,Ni**as In Paris,219333,2011,hip hop,0.789
Maroon 5,One More Night,219546,2012,pop,0.716
Skrillex,Bangarang (feat. Sirah),215253,2011,hip hop; pop; Dance/Electronic,0.716
The Wanted,Chasing The Sun,198800,2012,pop; Dance/Electronic,0.637
Flo Rida,Whistle,224653,2012,hip hop; pop,0.747
will.i.am,This Is Love,279026,2013,hip hop; pop,0.535
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,2012,hip hop; pop; Dance/Electronic,0.492
Nicki Minaj,Pound The Alarm,205640,2012,hip hop; pop,0.728
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,2012,hip hop,0.716
MARINA,Primadonna,221075,2012,pop; Dance/Electronic,0.66
Kanye West,Mercy,329320,2012,hip hop,0.563
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,2012,pop; Dance/Electronic,0.524
LMFAO,Sexy And I Know It,199480,2011,hip hop; pop; Dance/Electronic,0.707
PSY,Gangnam Style (ê°•ë‚¨ìŠ¤íƒ€ì¼),219493,2012,pop,0.727
Kesha,Die Young,211920,2012,pop; Dance/Electronic,0.711
Usher,Scream,234693,2012,hip hop; pop; R&B,0.616
Olly Murs,Troublemaker (feat. Flo Rida),185586,2012,pop; Dance/Electronic,0.762
Linkin Park,BURN IT DOWN,230253,2012,rock; metal,0.585
Bruno Mars,Locked out of Heaven,233478,2012,pop,0.726
Avicii,Levels - Radio Edit,199906,2011,pop; Dance/Electronic,0.584
Flo Rida,Good Feeling,248133,2012,hip hop; pop,0.706
Rihanna,Diamonds,225146,2012,hip hop; pop; R&B,0.564
Wiz Khalifa,"Work Hard, Play Hard",219026,2012,hip hop; pop,0.787
Katy Perry,Part Of Me,216160,2012,pop,0.678
Nicki Minaj,Starships,210626,2012,hip hop; pop,0.747
Kendrick Lamar,m.A.A.d city,350120,2012,hip hop,0.487
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,2012,pop,0.821
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,2011,rock; pop; Dance/Electronic,0.578
Azealia Banks,212,204956,2014,hip hop; pop; R&B,0.847
Maroon 5,Payphone,231173,2012,pop,0.743
James Arthur,Impossible,209440,2013,pop,0.376
Michel TelÃ³,Ai Se Eu Te Pego - Live,166866,2012,country; latin,0.676
Otto Knows,Million Voices - Radio Edit,192866,2012,pop; Dance/Electronic,0.582
Icona Pop,I Love It,156773,2012,pop; Dance/Electronic,0.71
Tyga,Rack City,203200,2012,hip hop; pop,0.929
Calvin Harris,Feel So Close - Radio Edit,206413,2012,hip hop; pop; Dance/Electronic,0.707
Jennifer Lopez,Dance Again,237266,2012,hip hop; pop; R&B,0.797
Grimes,Oblivion,251266,2012,pop; rock; Dance/Electronic,0.697
Adele,Rumour Has It,223266,2011,pop; R&B,0.612
Coldplay,Paradise,278719,2011,rock; pop,0.449
Chris Brown,Turn Up the Music,227973,2012,hip hop; pop; R&B,0.594
Frank Ocean,Lost,234093,2012,hip hop; pop; R&B,0.913
Calvin Harris,Let's Go (feat. Ne-Yo),232800,2012,hip hop; pop; Dance/Electronic,0.71
The Script,Hall of Fame (feat. will.i.am),202533,2012,pop; rock,0.421
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,2012,pop; Dance/Electronic,0.612
MARINA,How to Be a Heartbreaker,221493,2012,pop; Dance/Electronic,0.69
Justin Bieber,Boyfriend,171333,2012,pop,0.717
David Guetta,Titanium (feat. Sia),245040,2012,hip hop; pop; Dance/Electronic,0.604
Jessie J,Domino,231840,2011,hip hop; pop,0.758
Taylor Swift,I Knew You Were Trouble.,219720,2012,pop,0.622
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,2012,hip hop; pop,0.646
P!nk,Try,247906,2012,pop,0.674
Robbie Williams,Candy,201053,2012,pop; rock,0.715
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,2011,hip hop; pop,0.715
Justin Bieber,As Long As You Love Me,229466,2012,pop,0.571
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,2012,hip hop; pop; Dance/Electronic,0.603
Alex Clare,Too Close,256613,2011,rock,0.588
Tyga,Faded,206666,2012,hip hop; pop,0.831
Alesso,Years - ãƒ©ã‚¸ã‚ªãƒ»ã‚¨ãƒ‡ã‚£ãƒƒãƒˆ,195480,2012,pop; Dance/Electronic,0.37
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,2012,pop,0.61
Katy Perry,The One That Got Away,227333,2012,pop,0.687
Avicii,Silhouettes - Original Radio Edit,211880,2012,pop; Dance/Electronic,0.605
Gotye,Somebody That I Used To Know,244884,2011,set(),0.863
Flo Rida,Wild Ones (feat. Sia),232946,2012,hip hop; pop,0.608
One Direction,What Makes You Beautiful,199986,2012,pop,0.726
Lana Del Rey,Born To Die,286253,2012,pop,0.18
Kesha,C'Mon,214333,2012,pop; Dance/Electronic,0.558
Owl City,Good Time,205933,2012,rock; pop,0.56
Calvin Harris,We'll Be Coming Back (feat. Example),234360,2012,hip hop; pop; Dance/Electronic,0.596
Emeli SandÃ©,"Read All About It, Pt. III",283706,2012,pop; R&B,0.63
Ellie Goulding,Lights - Single Version,210853,2010,pop; rock; Dance/Electronic,0.682
Train,Drive By,195973,2012,pop,0.765
Disclosure,Latch,255631,2013,pop; Dance/Electronic,0.503
Coldplay,Princess of China,239215,2011,rock; pop,0.42
One Direction,Live While We're Young,200186,2012,pop,0.658
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,2011,hip hop; pop,0.716
Carrie Underwood,Blown Away,240133,2012,pop; country,0.531
alt-J,Breezeblocks,227080,2012,rock,0.616
Chris Brown,Don't Wake Me Up,222306,2012,hip hop; pop; R&B,0.602
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,2011,pop; R&B,0.562
Drake,The Motto,181573,2011,hip hop; pop; R&B,0.766
Katy Perry,Wide Awake,220946,2012,pop,0.514
Rita Ora,How We Do (Party),247026,2012,hip hop; pop; Dance/Electronic,0.738
Rudimental,Feel the Love (feat. John Newman),245186,2013,pop; Dance/Electronic,0.389
Lana Del Rey,Ride,289080,2012,pop,0.373
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,2012,pop; R&B,0.658
Demi Lovato,Give Your Heart a Break,205346,2011,pop,0.651
Drake,Take Care,277386,2011,hip hop; pop; R&B,0.629
Little Mix,Wings,219733,2012,pop,0.738
Bruno Mars,It Will Rain,257720,2011,pop,0.576
Cher Lloyd,Want U Back,214013,2011,pop; Dance/Electronic,0.696
Lorde,Royals,190185,2013,pop; Dance/Electronic,0.674
Robin Thicke,Blurred Lines,263053,2013,pop; R&B,0.861
Imagine Dragons,Radioactive,186813,2012,rock,0.448
Avicii,Wake Me Up,247426,2013,pop; Dance/Electronic,0.532
Bruno Mars,Locked out of Heaven,233478,2012,pop,0.726
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,2012,hip hop; pop,0.781
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,2013,hip hop; Dance/Electronic,0.794
will.i.am,Scream & Shout,283400,2013,hip hop; pop,0.772
Stromae,Papaoutai,232146,2013,pop,0.733
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,2013,pop; Dance/Electronic,0.801
Naughty Boy,La La La,220779,2013,Dance/Electronic,0.754
Tom Odell,Another Love,244360,2013,pop,0.445
2 Chainz,We Own It (Fast & Furious),227906,2013,hip hop; pop,0.563
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,2012,hip hop; pop; Dance/Electronic,0.691
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,2012,hip hop; pop; latin,0.673
will.i.am,#thatPOWER,279506,2013,hip hop; pop,0.797
Lil Wayne,Love Me,255053,2013,hip hop; pop,0.669
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,2012,hip hop; pop,0.641
Martin Garrix,Animals - Radio Edit,176117,2013,pop; Dance/Electronic,0.593
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,hip hop; pop,0.76
John Newman,Love Me Again,239894,2013,set(),0.495
Britney Spears,Work B**ch,247853,2013,pop,0.63
The Neighbourhood,Sweater Weather,240400,2013,rock; pop,0.612
Sebastian Ingrosso,Reload - Radio Edit,221272,2013,pop; Dance/Electronic,0.485
Capital Cities,Safe And Sound,192693,2013,pop,0.652
Demi Lovato,Heart Attack,210840,2013,pop,0.504
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,2013,rock,0.691
Justin Bieber,Beauty And A Beat,227986,2012,pop,0.602
Eminem,The Monster,250188,2013,hip hop,0.781
Pitbull,Don't Stop the Party (feat. TJR),206120,2012,hip hop; pop; latin,0.722
Selena Gomez,Come & Get It,231986,2013,pop,0.546
P!nk,True Love (feat. Lily Allen),230733,2012,pop,0.457
Disclosure,White Noise,277687,2013,pop; Dance/Electronic,0.665
Flo Rida,I Cry,223800,2012,hip hop; pop,0.693
Kanye West,Black Skinhead,188013,2013,hip hop,0.578
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,2013,pop,0.572
Eminem,Berzerk,238746,2013,hip hop,0.739
Icona Pop,I Love It (feat. Charli XCX),157152,2013,pop; Dance/Electronic,0.711
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,2013,rock,0.558
Lorde,Team,193058,2013,pop; Dance/Electronic,0.691
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,2012,pop; Dance/Electronic,0.509
Imagine Dragons,Demons,177506,2012,rock,0.505
One Direction,One Way or Another (Teenage Kicks),157293,2013,pop,0.489
Taylor Swift,I Knew You Were Trouble.,219720,2012,pop,0.622
Arctic Monkeys,Do I Wanna Know?,272394,2013,rock,0.548
Rudimental,Waiting All Night (feat. Ella Eyre),292586,2013,pop; Dance/Electronic,0.544
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,2014,pop; Dance/Electronic,0.579
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,2012,hip hop; pop; Dance/Electronic,0.665
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786,2013,hip hop,0.853
P!nk,Try,247906,2012,pop,0.674
Ylvis,The Fox (What Does the Fox Say?),213708,2013,hip hop,0.703
Ellie Goulding,Burn,231211,2014,pop; rock; Dance/Electronic,0.559
Baauer,Harlem Shake,196664,2013,Dance/Electronic,0.452
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,2012,hip hop; pop; Dance/Electronic,0.695
Katy Perry,This Is How We Do,204285,2013,pop,0.69
AWOLNATION,Sail,259102,2011,pop; rock,0.825
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,2013,pop; Dance/Electronic,0.681
Jason Derulo,The Other Side,226986,2013,hip hop; pop,0.561
Storm Queen,Look Right Through - MK Vocal Edit,150400,2014,Dance/Electronic,0.832
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,2012,hip hop; pop; Dance/Electronic,0.573
Katy Perry,Unconditionally,228878,2013,pop,0.555
Wale,Bad (feat. Rihanna) - Remix,238826,2013,hip hop; pop; R&B,0.807
Ciara,Body Party,234040,2013,pop; R&B,0.577
Drake,Started From the Bottom,174120,2013,hip hop; pop; R&B,0.794
Birdy,Wings,252106,2013,pop,0.474
Bastille,Of The Night,214205,2013,pop; rock,0.67
Olly Murs,Dear Darlin',206373,2012,pop; Dance/Electronic,0.512
Katy Perry,Roar,223546,2013,pop,0.554
Blake Shelton,Sure Be Cool If You Did,215720,2013,country,0.576
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,2012,hip hop; pop; Dance/Electronic,0.725
JAY-Z,Holy Grail,338413,2013,hip hop,0.676
Bridgit Mendler,Ready or Not,200946,2012,pop,0.715
The Saturdays,What About Us,220682,2013,pop; Dance/Electronic,0.704
Bastille,Pompeii,214147,2013,pop; rock,0.679
One Direction,Best Song Ever,200106,2013,pop,0.652
Nelly,Hey Porsche,209466,2013,hip hop; pop; R&B,0.726
Zedd,Clarity,271426,2012,hip hop; pop; Dance/Electronic,0.523
Miley Cyrus,Wrecking Ball,221360,2013,pop,0.53
Chris Brown,Fine China,213666,2013,hip hop; pop; R&B,0.659
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,2013,hip hop; Dance/Electronic,0.832
Armin van Buuren,This Is What It Feels Like,204360,2013,pop; Dance/Electronic,0.551
Justin Timberlake,Mirrors,484146,2013,pop,0.574
Bruno Mars,Treasure,178560,2012,pop,0.874
Of Monsters and Men,Little Talks,266600,2012,pop; rock; Folk/Acoustic,0.457
Miley Cyrus,We Can't Stop,231240,2013,pop,0.613
J. Cole,Power Trip (feat. Miguel),241160,2013,hip hop,0.667
Paramore,Still into You,216013,2013,pop; rock,0.602
Christina Perri,human,250706,2013,pop,0.439
Drake,"Hold On, We're Going Home",227880,2013,hip hop; pop; R&B,0.773
James Blunt,Bonfire Heart,238000,2013,pop,0.575
Maroon 5,Daylight,225066,2012,pop,0.656
Childish Gambino,3005,235662,2013,hip hop,0.681
Avril Lavigne,Here's to Never Growing Up,214080,2013,pop,0.483
Taylor Swift,22,232120,2012,pop,0.661
Passenger,Let Her Go,252866,2012,pop,0.509
Ariana Grande,The Way,227026,2013,pop,0.645
Rihanna,Stay,240706,2012,hip hop; pop; R&B,0.621
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,2013,pop,0.795
Bruno Mars,When I Was Your Man,213826,2012,pop,0.612
Florida Georgia Line,Cruise,208960,2012,country,0.457
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,2014,hip hop; pop,0.647
Katy Perry,Dark Horse,215672,2013,pop,0.647
ScHoolboy Q,Collard Greens,299960,2014,hip hop; pop,0.826
Iggy Azalea,Fancy,199938,2014,hip hop; pop,0.912
Maroon 5,Animals,231013,2014,pop,0.279
Sam Smith,Stay With Me,172723,2014,pop,0.418
MAGIC!,Rude,224840,2014,set(),0.773
Sia,Chandelier,216120,2014,pop,0.399
John Legend,All of Me,269560,2013,pop; R&B,0.422
ZHU,Faded,223386,2014,Dance/Electronic,0.861
Meghan Trainor,All About That Bass,187920,2015,pop,0.807
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,2014,hip hop; pop; Dance/Electronic,0.645
Iggy Azalea,Black Widow,209423,2014,hip hop; pop,0.743
Tove Lo,Habits (Stay High),209160,2014,pop; Dance/Electronic,0.733
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,2014,pop; Dance/Electronic,0.609
DJ Snake,You Know You Like It,247266,2014,hip hop; pop; Dance/Electronic,0.407
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,hip hop; pop,0.76
Maroon 5,Maps,189840,2014,pop,0.737
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,2014,hip hop; pop; Dance/Electronic,0.614
Tinashe,2 On (feat. ScHoolboy Q),227000,2014,hip hop; pop; R&B; Dance/Electronic,0.742
Route 94,My Love (feat. Jess Glynne),259934,2014,pop; Dance/Electronic,0.814
Taylor Swift,Bad Blood,211933,2014,pop,0.646
Trey Songz,Na Na,231906,2015,hip hop; pop; R&B,0.67
Calvin Harris,Under Control (feat. Hurts),184280,2014,hip hop; pop; Dance/Electronic,0.544
O.T. Genasis,CoCo,239573,2014,hip hop; pop,0.886
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,2013,hip hop; pop,0.697
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,2014,pop; rock,0.76
Jeremih,Don't Tell 'Em,266840,2015,hip hop; pop; R&B,0.856
Nicki Minaj,Anaconda,260240,2014,hip hop; pop,0.964
Calvin Harris,Blame (feat. John Newman),212960,2014,hip hop; pop; Dance/Electronic,0.414
DJ Snake,Turn Down for What,213733,2013,hip hop; pop; Dance/Electronic,0.818
Pitbull,Timber (feat. Ke$ha),204160,2012,hip hop; pop; latin,0.581
OneRepublic,Counting Stars,257386,2014,pop,0.663
Bobby Shmurda,Hot N*gga,194561,2014,hip hop; pop,0.794
Calvin Harris,Summer,224506,2014,hip hop; pop; Dance/Electronic,0.603
ScHoolboy Q,Man Of The Year,216013,2014,hip hop; pop,0.743
Nico & Vinz,Am I Wrong,245866,2014,hip hop; pop,0.729
Becky G,Shower,206166,2014,pop; latin,0.699
Sigma,Nobody To Love - Radio Edit,189720,2014,pop; Dance/Electronic,0.441
The Chainsmokers,#SELFIE - Original Mix,183750,2014,pop; Dance/Electronic,0.789
Lorde,Team,193058,2013,pop; Dance/Electronic,0.69
Rixton,Me And My Broken Heart,193733,2014,pop,0.545
Klingande,Jubel - Radio Edit,201626,2013,pop; Dance/Electronic,0.686
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,2014,hip hop; Dance/Electronic,0.829
Paloma Faith,Only Love Can Hurt Like This,232893,2014,pop; R&B; Dance/Electronic,0.566
Kiesza,Hideaway,251986,2014,pop; Dance/Electronic,0.838
Ellie Goulding,Burn,231211,2014,pop; rock; Dance/Electronic,0.559
Ariana Grande,Break Free,214840,2014,pop,0.687
Kid Ink,Show Me (feat. Chris Brown),217800,2014,hip hop; pop,0.711
Tove Lo,Talking Body,238426,2014,pop; Dance/Electronic,0.736
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,2014,hip hop; pop; R&B,0.841
OneRepublic,Love Runs Out,224226,2014,pop,0.719
Olly Murs,Up (feat. Demi Lovato),224293,2014,pop; Dance/Electronic,0.69
Peking Duk,High (feat. Nicole Millar),228000,2014,Dance/Electronic,0.525
Milky Chance,Stolen Dance,313684,2014,set(),0.885
Ed Sheeran,Don't,219840,2014,pop,0.806
Ariana Grande,Love Me Harder,236133,2014,pop,0.472
Enrique Iglesias,Bailando - Spanish Version,243386,2014,pop; latin,0.718
Avicii,Hey Brother,255093,2013,pop; Dance/Electronic,0.545
Jessie J,Bang Bang,199386,2014,hip hop; pop,0.706
Duke Dumont,I Got U,285596,2014,pop; Dance/Electronic,0.636
Gorgon City,Ready For Your Love,198880,2014,pop; Dance/Electronic,0.677
Taylor Swift,Style,231000,2014,pop,0.588
MKTO,Classic,175426,2012,hip hop; pop,0.72
Disclosure,Latch,255631,2013,pop; Dance/Electronic,0.503
Ariana Grande,Problem,193920,2014,pop,0.66
Charli XCX,Boom Clap,169866,2014,pop; Dance/Electronic,0.659
One Direction,Steal My Girl,228133,2014,pop,0.536
TiÃ«sto,Red Lights,263890,2013,pop; Dance/Electronic,0.653
Selena Gomez,The Heart Wants What It Wants,227360,2014,pop,0.616
Rita Ora,I Will Never Let You Down,203466,2014,hip hop; pop; Dance/Electronic,0.753
5 Seconds of Summer,She Looks So Perfect,202496,2014,pop,0.494
The Script,Superheroes,245466,2014,pop; rock,0.49
Taylor Swift,Shake It Off,219200,2014,pop,0.647
One Direction,Night Changes,226600,2014,pop,0.672
Ed Sheeran,Sing,235382,2014,pop,0.818
Alesso,Heroes (we could be),209866,2014,pop; Dance/Electronic,0.521
TiÃ«sto,Wasted,188371,2014,pop; Dance/Electronic,0.645
G.R.L.,Ugly Heart,198306,2014,pop,0.65
Coldplay,A Sky Full of Stars,267866,2014,rock; pop,0.545
Clean Bandit,Rather Be (feat. Jess Glynne),227833,2014,pop; Dance/Electronic,0.799
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2014,hip hop; pop; Dance/Electronic,0.596
Sia,Elastic Heart,257200,2014,pop,0.421
One Direction,Story of My Life,245493,2013,pop,0.6
Alex & Sierra,Little Do You Know,185200,2014,pop,0.5
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,2014,hip hop; pop; R&B,0.733
Echosmith,Cool Kids,237626,2013,pop,0.719
Natalie La Rose,Somebody,189906,2014,set(),0.83
Vance Joy,Riptide,204280,2014,rock; pop,0.484
BeyoncÃ©,Drunk in Love (feat. Jay-Z),323480,2014,pop; R&B,0.589
Maroon 5,Sugar,235493,2014,pop,0.744
Ella Henderson,Ghost,213213,2014,pop; Dance/Electronic,0.68
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,2013,pop,0.581
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,2014,hip hop; pop; R&B,0.702
Sheppard,Geronimo,218227,2014,pop; rock; Dance/Electronic,0.707
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,2014,pop; Dance/Electronic,0.787
Sam Smith,Money On My Mind,192670,2014,pop,0.688
Jason Derulo,Trumpets,217306,2013,hip hop; pop,0.627
Nicki Minaj,Bed Of Lies,269946,2014,hip hop; pop,0.716
Nick Jonas,Jealous - Remix,222213,2014,pop,0.685
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,2015,pop,0.856
Ed Sheeran,Thinking out Loud,281560,2014,pop,0.781
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,2015,hip hop; pop,0.689
Justin Bieber,What Do You Mean?,205680,2015,pop,0.845
Major Lazer,Lean On (feat. MÃ˜ & DJ Snake),176561,2015,hip hop; pop; Dance/Electronic,0.723
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,2014,pop; R&B,0.659
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,2015,pop; rock; Dance/Electronic,0.262
Calvin Harris,Outside (feat. Ellie Goulding),227266,2014,hip hop; pop; Dance/Electronic,0.646
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,2014,hip hop; pop; Dance/Electronic,0.596
Demi Lovato,Cool for the Summer,214746,2015,pop,0.586
Taylor Swift,Blank Space,231826,2014,pop,0.76
The Weeknd,The Hills,242253,2015,pop; R&B,0.585
The Neighbourhood,Daddy Issues,260173,2015,rock; pop,0.588
Deorro,Five More Hours,211975,2015,pop; Dance/Electronic,0.699
Avicii,The Nights,176658,2014,pop; Dance/Electronic,0.527
DJ Snake,You Know You Like It,247266,2014,hip hop; pop; Dance/Electronic,0.407
Adam Lambert,Ghost Town,208330,2015,pop,0.703
Rae Sremmurd,No Type,200080,2015,hip hop; pop,0.891
Taylor Swift,Bad Blood,200106,2015,pop,0.654
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,2015,hip hop; pop,0.657
Robin Schulz,Sugar (feat. Francesco Yates),219043,2015,pop; Dance/Electronic,0.636
Calvin Harris,How Deep Is Your Love,212640,2015,hip hop; pop; Dance/Electronic,0.738
Philip George,Wish You Were Mine - Radio Edit,177560,2014,pop; Dance/Electronic,0.654
Trey Songz,Na Na,231906,2015,hip hop; pop; R&B,0.67
Fall Out Boy,Centuries,228360,2015,rock,0.393
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,hip hop,0.886
Lost Frequencies,Are You With Me - Radio Edit,138842,2014,pop; Dance/Electronic,0.776
Twenty One Pilots,Stressed Out,202333,2015,rock,0.734
Fifth Harmony,Worth It (feat. Kid Ink),224573,2015,pop,0.884
KALEO,Way down We Go,219560,2015,rock; classical,0.59
Sam Smith,Like I Can,167065,2014,pop,0.656
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,2015,hip hop; pop; Dance/Electronic,0.746
Martin Solveig,Intoxicated - New Radio Mix,159693,2015,pop; Dance/Electronic,0.8
Avicii,Waiting For Love,230613,2015,pop; Dance/Electronic,0.579
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,2018,hip hop; pop; Dance/Electronic,0.778
Taylor Swift,Wildest Dreams,220440,2014,pop,0.553
The Weeknd,In The Night,235653,2015,pop; R&B,0.48
Pitbull,Time of Our Lives,229360,2014,hip hop; pop; latin,0.721
Galantis,Runaway (U & I),227073,2015,pop; Dance/Electronic,0.506
Rihanna,Bitch Better Have My Money,219305,2015,hip hop; pop; R&B,0.781
Zara Larsson,Lush Life,202213,2015,pop; Dance/Electronic,0.658
One Direction,Drag Me Down,192120,2015,pop,0.73
Travis Scott,Antidote,262693,2015,hip hop; Dance/Electronic,0.713
Years & Years,King,215360,2015,pop; Dance/Electronic,0.559
Demi Lovato,Confident,205745,2015,pop,0.594
Lemaitre,Closer,270589,2017,pop,0.583
Selena Gomez,Same Old Love,229080,2015,pop,0.672
Pia Mia,Do It Again,207746,2015,pop; R&B,0.712
Flo Rida,My House,192190,2015,hip hop; pop,0.688
SilentÃ³,Watch Me (Whip / Nae Nae),185131,2015,hip hop,0.819
Chris Brown,Ayo,225226,2015,hip hop; pop; R&B,0.823
The Strumbellas,Spirits,203653,2016,rock; Folk/Acoustic; pop,0.556
Fetty Wap,Trap Queen,222093,2015,hip hop; pop,0.746
Tove Lo,Talking Body,238426,2014,pop; Dance/Electronic,0.736
BeyoncÃ©,11-Jul,213506,2014,pop; R&B,0.747
Lana Del Rey,High By The Beach,257573,2015,pop,0.536
Zara Larsson,Never Forget You,213427,2017,pop; Dance/Electronic,0.583
Jeremih,oui,238320,2015,hip hop; pop; R&B,0.418
Drake,Hotline Bling,267066,2016,hip hop; pop; R&B,0.891
Selena Gomez,Kill Em With Kindness,217906,2015,pop,0.757
Birdy,Let It All Go,280757,2015,pop,0.383
Fetty Wap,679 (feat. Remy Boyz),196693,2015,hip hop; pop,0.618
Ariana Grande,Love Me Harder,236133,2014,pop,0.472
The Weeknd,Can't Feel My Face,213520,2015,pop; R&B,0.705
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,pop; R&B,0.336
X Ambassadors,Renegades,195200,2015,hip hop; rock; pop,0.526
R. City,Locked Away (feat. Adam Levine),227480,2015,pop,0.509
Kygo,Stole the Show,223186,2016,pop; Dance/Electronic,0.64
Tame Impala,The Less I Know The Better,216320,2015,metal,0.64
Selena Gomez,Good For You,221560,2015,pop,0.6
Fetty Wap,My Way (feat. Monty),213053,2015,hip hop; pop,0.748
Hozier,Take Me To Church,241688,2014,Folk/Acoustic; pop,0.566
Taylor Swift,Style,231000,2014,pop,0.588
Alessia Cara,Here,199453,2015,pop; R&B,0.379
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,2015,pop,0.261
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,hip hop; pop; Dance/Electronic,0.599
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,2015,hip hop; pop,0.589
Big Sean,I Don't Fuck With You,284386,2015,hip hop; pop,0.824
Kygo,Firestone,271640,2016,pop; Dance/Electronic,0.704
Drake,Jumpman,205879,2015,hip hop; pop; R&B,0.853
Petit Biscuit,Sunset Lover,237792,2015,Dance/Electronic,0.783
Shawn Mendes,Stitches,206880,2015,pop,0.746
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,2015,hip hop; pop,0.854
Selena Gomez,The Heart Wants What It Wants,227373,2014,pop,0.616
Jack Ãœ,Where Are Ãœ Now (with Justin Bieber),250285,2015,pop; Dance/Electronic,0.432
Ellie Goulding,On My Mind,213445,2015,pop; rock; Dance/Electronic,0.699
Bryson Tiller,Don't,198293,2015,hip hop; pop; R&B,0.765
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,2015,hip hop; pop,0.676
Joel Adams,Please Don't Go,210580,2015,R&B,0.513
Zedd,I Want You To Know,238800,2015,hip hop; pop; Dance/Electronic,0.561
